apart_id,author_id,date,review
2341789,46637558,2017-03-08T08:47:02Z,"Комната оказалась смешанной, т.е. там были мужчины. Думаю, для хостелов это нормально, но стоит указыватьк это в описании. Я была к этому не готова и пришлось доплатить и переехать в номер другой категории. "
2341789,10764922,2016-12-09T05:26:34Z,Хороший место
2341789,101643813,2016-11-06T05:08:42Z,Хостел не работает
2341789,83136529,2016-09-11T08:19:30Z,Прекрасный вариант бюджетного размещения в Туле. Очень гостеприимный хозяин. Чисто. Удобно. 
2341789,92315179,2016-08-31T06:53:25Z,thanks!
2341789,87439652,2016-08-18T00:24:35Z,"The host is a nice people, but as he doesn't speak English, we made some misunderstand at first. The room is tidy & clean, well located. But I think the address on the airbnb is out of date, so hope to update the newest address soon."
2341789,67492750,2016-07-20T19:26:04Z,The host canceled this reservation 3 days before arrival. This is an automated posting.
2341789,71439354,2016-05-25T11:20:53Z,Фото соответствует действительности. Цена приемлема. Удобное расположение рядом с вокзалом.
2341789,52387946,2015-12-31T17:42:32Z,"Бронь согласовали быстро. 
Девушки-хозяйки были вежливыми, внимательными и приветливыми. 
В хостесе чисто и уютно. 
Кровати очень мягкие, для кого-то это может быть минус. 
Обязательно буду советовать друзьям. "
2341789,51346125,2015-12-19T14:46:40Z,"Hostel clean and exactly as described, would stay here again."
2341789,29565392,2015-08-29T14:52:14Z,"The hostel was very clean, comfortable, and convenient. The staff was very helpful. I would totally stay her again!"
13487577,58654582,2017-04-02T08:16:45Z,Останавливались в начале апреля на сутки. Очень достойное место. Недалеко торговый центр с большим магазином и отличным кафе. 
13487577,59477534,2016-11-20T05:26:03Z,"Оставались на одну ночь. Всё чисто, аккуратно, хорошая мебель, вежливый администратор. Спасибо! "
13487577,22431789,2016-11-04T08:28:19Z,"Всё понравилось. 
Чисто, аккуратно, всё что нужно есть. 
Машину припарковал без проблем напротив дома. Магазин рядом. Интернет шустрый и везде ловит. 
Комната на 4х, уютная. Санузел чистый. 
Оксана широкой души человек! 
Удачи и процветания. 
Рекомендую. "
8637881,39785667,2017-04-07T13:20:56Z,"Хорошая комната. Немного не точный адрес указан, но прочитав описание все становится понятно. Спасибо Марии за приём."
13487577,58654582,2017-04-02T08:16:45Z,Останавливались в начале апреля на сутки. Очень достойное место. Недалеко торговый центр с большим магазином и отличным кафе. 
13487577,59477534,2016-11-20T05:26:03Z,"Оставались на одну ночь. Всё чисто, аккуратно, хорошая мебель, вежливый администратор. Спасибо! "
13487577,22431789,2016-11-04T08:28:19Z,"Всё понравилось. 
Чисто, аккуратно, всё что нужно есть. 
Машину припарковал без проблем напротив дома. Магазин рядом. Интернет шустрый и везде ловит. 
Комната на 4х, уютная. Санузел чистый. 
Оксана широкой души человек! 
Удачи и процветания. 
Рекомендую. "
8637881,39785667,2017-04-07T13:20:56Z,"Хорошая комната. Немного не точный адрес указан, но прочитав описание все становится понятно. Спасибо Марии за приём."
13370822,11202784,2017-04-05T05:48:11Z,"Отличная бюджетная квартира, Роман очень отзывчивый и дружелюбный хозяин, помогал во всех вопросах"
