apart_id,author_id,date,review
12645773,25570159,2016-09-05T06:12:47Z,"Очень отзывчивая и заботливая синьора, обожающая кофе."
12645773,40218853,2016-08-03T03:30:07Z,"Очень рада, что решила снять именно эту комнату. Жилье чистое, удобное и уютное. Присутствует всё необходимое для путешественника. Окна комнаты выходят на тихий район города. Татьяна - радушная и внимательная хозяйка. Её кошки аккуратны и чутки к людям, никаких помех проживанию не создают.
До центра Архангельска около двадцати минут пешком - если вы любите ходить и у вас достаточно времени для осмотра города, то это идеальное размещение, так как не слышна вечерняя суета в центре. Автобусная остановка в любую точку города также присутствует в пяти минутах ходьбы. Там же расположен круглосуточный магазин."
6336287,82112501,2017-02-25T08:34:33Z,Хороший вариант остановиться цена/качество. Из минусов первый этаж и не очень надежная входная дверь.
7582870,20324077,2016-07-23T04:02:08Z,"Комната расположена в центре города, рядом с красивой набережной реки Двины. Но сама комната не соответствует описанию вообще. Квартира полупустая, не в чем даже было приготовить еду. Подойдет тем,кому нужно просто переночевать."
12645773,25570159,2016-09-05T06:12:47Z,"Очень отзывчивая и заботливая синьора, обожающая кофе."
12645773,40218853,2016-08-03T03:30:07Z,"Очень рада, что решила снять именно эту комнату. Жилье чистое, удобное и уютное. Присутствует всё необходимое для путешественника. Окна комнаты выходят на тихий район города. Татьяна - радушная и внимательная хозяйка. Её кошки аккуратны и чутки к людям, никаких помех проживанию не создают.
До центра Архангельска около двадцати минут пешком - если вы любите ходить и у вас достаточно времени для осмотра города, то это идеальное размещение, так как не слышна вечерняя суета в центре. Автобусная остановка в любую точку города также присутствует в пяти минутах ходьбы. Там же расположен круглосуточный магазин."
6336287,82112501,2017-02-25T08:34:33Z,Хороший вариант остановиться цена/качество. Из минусов первый этаж и не очень надежная входная дверь.
7582870,20324077,2016-07-23T04:02:08Z,"Комната расположена в центре города, рядом с красивой набережной реки Двины. Но сама комната не соответствует описанию вообще. Квартира полупустая, не в чем даже было приготовить еду. Подойдет тем,кому нужно просто переночевать."
11291882,59603992,2016-02-23T19:12:52Z,"Комната замечательная! Хозяйка очень гостеприимная) Квартира находится в центре города, если вы впервые в городе и хотите посмотреть достопримечательности, все в шаговой доступности)"
11291882,59603992,2016-02-23T19:12:52Z,"Комната замечательная! Хозяйка очень гостеприимная) Квартира находится в центре города, если вы впервые в городе и хотите посмотреть достопримечательности, все в шаговой доступности)"
11291882,59603992,2016-02-23T19:12:52Z,"Комната замечательная! Хозяйка очень гостеприимная) Квартира находится в центре города, если вы впервые в городе и хотите посмотреть достопримечательности, все в шаговой доступности)"
11483389,10092048,2017-03-10T13:20:13Z,The host canceled this reservation 15 days before arrival. This is an automated posting.
11483389,10092048,2017-03-10T13:20:13Z,The host canceled this reservation 15 days before arrival. This is an automated posting.
14396693,52058301,2017-02-26T06:33:21Z,"Жильё в центре города, все основные заведения в пешей доступности, так же почти от дома ходит общественный транспорт "
14396693,53934925,2016-09-22T00:26:39Z,X
1886074,26645603,2015-01-29T15:38:53Z,The reservation was canceled the day before arrival. This is an automated posting.
14396693,52058301,2017-02-26T06:33:21Z,"Жильё в центре города, все основные заведения в пешей доступности, так же почти от дома ходит общественный транспорт "
14396693,53934925,2016-09-22T00:26:39Z,X
1886074,26645603,2015-01-29T15:38:53Z,The reservation was canceled the day before arrival. This is an automated posting.
11385054,108341964,2017-01-01T07:46:13Z,"Очень хорошая, уютная, чистая квартира, спасибо хозяину!"
3309822,46610347,2017-04-11T10:54:27Z,Все отлично
3309822,97815850,2017-04-04T08:46:12Z,Все отлично. Квартира соответствует описанию и даже больше. Есть фен и утюг не заявленные в описании. Удобное расположение.
3309822,14615189,2016-08-22T06:34:16Z,"квартира полностью соответствует фото и описанию! очень удобное расположение - самый центр, до набережной 10 минут неторопливой ходьбы, рядом ТК, круглосуточные магазины и прочие блага цивилизации. Алексей отзывчивый и чуткий хозяин! Подсказывал, помогал сориентироваться в городе, в общем, всё прекрасно, рекомендую:)"
3309822,27570396,2015-10-24T20:44:53Z,"Указанная квартира была занята, поэтому мне подобрали другую.
Подобранная квартира была не хуже указанной. :-)
Чисто, просторно, тихо и в центре города."
4242105,17760741,2017-04-17T13:07:47Z,Отличный бюджетный вариант для краткосрочного пребывания в г.Архангельске. 
4242105,35053943,2015-06-11T05:11:44Z,The host canceled this reservation 13 days before arrival. This is an automated posting.
3309713,73694771,2017-03-03T05:57:13Z,"Арендовала квартиру для коллеги. Он остался всем доволен, нареканий нет. В будущем, если будет такая необходимость, будем обращаться повторно. Спасибо!"
3309713,102818957,2016-11-13T06:11:44Z,"Хочу выразить свою благодарность и низкий поклон Алексею за то, что он, в отличие от иных арендодателей текущего сервиса, заселил меня поздно ночью в силу обстоятельств, связанную с отменами и задержками  авиа рейсов.
О проживании: жилье чистое, уютное, в удобно расположено в центре города.
Если еще раз приедув Арх, то обязательно обращусь к Алексей в первую очередь."
3309713,3471420,2015-05-01T15:47:59Z,"Учитывая то, что снимать квартиры на короткий срок в России и СНГ – весьма сомнительное удовольствие, с этой квартирой и её владельцем мне можно сказать повезло :)
Т.к. я получила не ту квартиру, которая была в данном объявлении, а другую (она тоже есть в листинге), то просто опишу её.
2й этаж, под окном стройка. Центральная улица города, до площади Ленина и набережной минут 15 пешком. До вокзала минут 30 пешком, но есть остановка автобуса прямо у дома. В квартире из мебели 2-спальная кровать, 2 табуретки и встроенные кухня и шкаф в прихожей. Мне не было неудобно без стола/стульев/дивана. Не на кровати же есть :)
На постельном белье и полотенце явно сэкономили. В квартире относительно чисто, но посуду лучше помыть еще раз перед употреблением. Нет посудомоечный машины. Мебель и ремонт новые. Есть лоджия, но она в данный момент не особо пригодна к использованию, если только стоя покурить там, а так она пустая и с видом на стройку.
Хозяин квартиры Алексей на запрос отреагировал весьма оперативно и за это ему спасибо :) С коммуникацией проблем никаких не было, все вежливо и культурно."
1193122,117423091,2017-03-31T08:15:38Z,"Хорошая квартира, чтобы пережить в ней Форум. Хозяин максимально доброжелательный, пунктуальный, приятно пообщались."
2039569,24429025,2015-05-12T17:26:51Z,"Квартира соответствует описанию. До центра пешком минут 10-15. Рядом круглосуточный супермаркет. Кто не хочет ходить пешком,  рядом остановка автобусов. Квартира достаточно уютная, но для двоих человек мне кажется была бы тесная. В квартире есть вся техника для комфортного проживания за исключением стиральной машины.  Хозяин очень приветливый и радушный: рассказал все и показал.  Настоятельно рекомендуем данную студию в Архангельске."
2039569,4742660,2015-02-23T16:36:57Z,"Очень хорошие впечатление от первого посещения Архангельска, в том числе и от этой квартиры.
Мне предоставили иную, не ту, что на картинке, но она оказалась даже лучше (за те же деньги).
Близость вокзала, набережной - главные достоинства этой местности.
Спасибо Юрию и его помощникам за гостеприимство!
"
11385054,108341964,2017-01-01T07:46:13Z,"Очень хорошая, уютная, чистая квартира, спасибо хозяину!"
3309822,46610347,2017-04-11T10:54:27Z,Все отлично
3309822,97815850,2017-04-04T08:46:12Z,Все отлично. Квартира соответствует описанию и даже больше. Есть фен и утюг не заявленные в описании. Удобное расположение.
3309822,14615189,2016-08-22T06:34:16Z,"квартира полностью соответствует фото и описанию! очень удобное расположение - самый центр, до набережной 10 минут неторопливой ходьбы, рядом ТК, круглосуточные магазины и прочие блага цивилизации. Алексей отзывчивый и чуткий хозяин! Подсказывал, помогал сориентироваться в городе, в общем, всё прекрасно, рекомендую:)"
3309822,27570396,2015-10-24T20:44:53Z,"Указанная квартира была занята, поэтому мне подобрали другую.
Подобранная квартира была не хуже указанной. :-)
Чисто, просторно, тихо и в центре города."
4242105,17760741,2017-04-17T13:07:47Z,Отличный бюджетный вариант для краткосрочного пребывания в г.Архангельске. 
4242105,35053943,2015-06-11T05:11:44Z,The host canceled this reservation 13 days before arrival. This is an automated posting.
1193122,117423091,2017-03-31T08:15:38Z,"Хорошая квартира, чтобы пережить в ней Форум. Хозяин максимально доброжелательный, пунктуальный, приятно пообщались."
3309713,73694771,2017-03-03T05:57:13Z,"Арендовала квартиру для коллеги. Он остался всем доволен, нареканий нет. В будущем, если будет такая необходимость, будем обращаться повторно. Спасибо!"
3309713,102818957,2016-11-13T06:11:44Z,"Хочу выразить свою благодарность и низкий поклон Алексею за то, что он, в отличие от иных арендодателей текущего сервиса, заселил меня поздно ночью в силу обстоятельств, связанную с отменами и задержками  авиа рейсов.
О проживании: жилье чистое, уютное, в удобно расположено в центре города.
Если еще раз приедув Арх, то обязательно обращусь к Алексей в первую очередь."
