apart_id,author_id,date,review
4705933,78042185,2017-03-12T07:55:25Z,"Квартира очень чистая, все новое. В квартире есть все необходимое. Расположена очень удачно: магазины, кафе, аптеки, все рядом. Немаловажно, найти парковочное место можно всегда."
4705933,115099633,2017-03-05T07:37:20Z,Очень уютная квартира и гостеприимные хозяева :)
4705933,15094827,2017-02-26T07:07:17Z,Очень гостеприимный и уютный дом. Очень понравилось путешествие по Казани. Приедем обязательно ещё раз.
4705933,62557293,2017-02-10T08:37:54Z,"Квартира очень просторная. Самое необходимое есть, бегать по магазинам и покупать не придётся. Катерина очень приветливая, всегда на связи, отвечает быстро. Если надо - поможет советом. Никаких проблем за пять дней нашей поездки не возникло. В квартире тихо, соседей не слышно. Дом очень красивый, вокруг есть магазины, кафе, аптеки. До главных достопримечательностей (Кремль, улица Баумана) ехать 1 остановку на метро и несколько на автобусе. До аквапарка ""Ривьера"" и колеса обозрения можно дойти пешком (минут 10). Одним словом, эта квартира - отличный вариант за приемлемую цену. Мы ни разу не пожалели, что выбрали именно это жильё. "
4705933,78578001,2017-02-04T05:49:29Z,"Ничуть не пожалели, что выбрали квартиру Катерины. Очень просторно и уютно, все необходимое есть, также недалеко до центра. Всем рекомендуем, не пожалеете:)"
4705933,109832985,2017-02-01T05:21:03Z,Прекрасная квартира и радует наличие всех необходимых вещей. Советую всем
4705933,19982988,2017-01-20T05:08:36Z,"На стадии переписки Катерина отвечала на все вопросы очень оперативно. В квартире нас встречала её мама, очень милая, приветливая хозяйка. Исполнили наши дополнительные просьбы без всяких проблем. Квартирка просторная, чистая, найдётся любая мелочь. Хорошие спальные принадлежности и белье. Нам все понравилось! Рекомендуем!"
4705933,104426830,2017-01-07T06:24:58Z,"Люди, даже не сомневайтесь, все фото полностью отображают реальность, причем на деле квартира еще даже более просторная. До аквапарка мы дошли как раз минут за 15 в лютый мороз, по теплу и за 10 минут можно дойти. Во все остальные места на другом берегу очень удобно добирались на яндекс такси за 5-7 минут. Район удобный, рядом сбербанк, магазины и аптека, в самой квартире чисто и тепло. Очень советую к выбору и сами вернемся, если вновь окажемся в городе. Большое спасибо!"
4705933,55155033,2017-01-02T07:52:53Z,"Отличная квартира, есть все, что нужно, очень приятные хозяева, рекомендую)"
4705933,13019661,2016-12-29T07:43:16Z,"Останавливаемся здесь уже не первый раз, всё отлично, всё рядом! Большое спасибо!"
4705933,23957431,2016-12-17T07:09:03Z,Очень понравилось. В следующий раз обязательно у вас остановимся. 
4705933,70284367,2016-11-25T07:44:50Z,Все супер
4705933,25917832,2016-11-06T08:25:03Z,"Очень чистая просторная квартира в хорошем районе. Родители Екатерины были очень приветливы и гостеприимны, был обеспечен максимальный комфорт. Спасибо!"
4705933,84992393,2016-10-24T06:41:32Z,"I would like to start by saying that Kazan' is really beautiful city and that you definitely should visit it.
This apartment with her host and her parents its just a great addition for the visit. You actually will get more what you pay for. Good location, really easy to get Uber in the area, public transportation is also available, stores and cafeterias in a walking distance. 
Thank you Katerina!"
4705933,72146172,2016-10-13T08:25:55Z,"Отличная квартира, в которой сразу чувствуешь себя как дома. Пожалуй, лучший вариант, чтобы остановиться в Казани."
4705933,58142174,2016-10-01T06:56:14Z,"Отличная квартира в удобном и тихом районе. 3 минуты пешком до набережной. 7 минут на машине до центра. Квартира живьем  даже лучше, чем выглядит на фотографиях. Катерина - гостеприимный и внимательный хозяин"
4705933,24750173,2016-08-28T08:07:40Z,"Одна из лучших квартир, в которых я останавливалась. Чисто, уютно, тихо. В округе всегда есть место для парковки. Большая и светлая. Современная кухня со всем необходимым. Прекрасная, доброжелательная хозяйка. Остановка автобуса в центр в 5 минутах ходьбы, до Кремля на нём 10 минут. Очень рекомендую всем, кто едет в Казань!"
4705933,39343338,2016-08-16T10:23:54Z,"Отличная квартира, отличное расположение - все, что нужно для прекрасного отдыха в замечательном городе! Все отзывы и описание квартиры соответствуют реальности! "
4705933,82822107,2016-08-10T07:26:49Z,"Отличная квартира, удобное расположение, чисто, гостеприимные и вежливые хозяева, на все вопросы получила развернутые ответы. В квартире есть всё для беззаботного проживания.
И особенно порадовал гибкое время заселения и выселения. 
Нам очень понравилось!)"
4705933,34495825,2016-08-01T01:56:25Z,"Квартира чистая, просторная, комфортная, мебель и дом новые. Все  необходимое есть. Также у квартиры удобное месторасположение.
Хозяева приятные в общении люди, идут навстречу.
В общем рекомендую и сам в следующей поездке в Казань выберу эту квартиру)
"
17153091,21439309,2017-03-05T05:33:39Z,"Хорошая, чистая и уютная квартира. Приятная хозяйка."
17153091,28101995,2017-02-27T08:37:22Z,"Останавливались у Ильдара с Екатериной второй раз, все очень хорошо:  квартира чистая, просторная, все необходимое есть, при въезде даже обнаружили одноразовые зубные щетки и шампуни, что было очень приятно) ремонт свежий, есть возможность припарковаться возле дома, Ильдар встретил, все показал, никаких проблем не было. Из минусов, наверное, только отсутствие интернета, (но это даже не минус,  это кому как он нужен), и не очень хорошая звукоизоляция дома, но опять же, после 11 там никто из соседей не шумел,  спала спокойно. Спасибо большое))"
17153091,39773029,2017-02-20T08:34:20Z,"Everything was great, cozy and clean, Ekaterina and her husband were very nice and respond quickly, the only thing is no wifi."
12526392,73492007,2017-03-01T05:59:11Z,"Прекрасная квартира с удобной парковкой напротив подьезда, с доброжелательными соседями. Спрятана в центре казани - но можно насладиться эффектом пригородной жизни не выезжая из центра. 
На балконе лоджии можно мечтать часами, особенно летом. "
12526392,21163981,2017-01-15T08:24:24Z,"러시아 여행 중에 휴식이 필요해서 3일 머물게 되었습니다. 위치가 크게 좋은 편은 아니지만 동네가 조용하고 집 앞에 작은 가게들과 정말 싸고 맛있는 빵집이 있어요. 그냥 쉬는게 목적이라면 참 좋은 곳입니다. 버스를 타면 기차역과 메인거리로 한번에 갈 수 있다는 것도 큰 장점이에요.

집이 아주 좋습니다. 청결하고, 공간이 넉넉하고 따뜻해요. 3명이 묵는 동안 아무 불편함이 없었어요. (욕실에 큰 욕조도 있어요!)다만 처음에 살짝 찾아오기 어려울지도 모릅니다.

호스트는 영어를 하지 못하세요. 구글번역기로 소통했는데 친절하고 유쾌하신 분이라 소통에 문제가 없었습니다. 언제든지 도움을 주실거에요.

"
12526392,14841995,2017-01-07T05:09:38Z,"Нам очень понравилось у Надежды! Очень гостеприимная хозяйка. Накануне заезда мы созванивались, Надежда всегда была на связи. Мы приехали, нас у подъезда встретил муж Надежды, показал где можно поставить машину, прямо напротив подъезда, удобное место. Квартира очень чистая, уютная, с хорошей атмосферой. Все что необходимо в квартире есть, все удобно. Очень приятным сюрпризом от хозяйки для нас было традиционное угощение чак-чак) У Надежды оказались целый ящик игрушек для мальчика. Наш малыш был доволен))) еще порадовала красиво наряженная елка, со светящейся гирляндой, настоящая атмосфера праздника!! до метро с коляской по снегу добирались за 10 минут. Рядом очень вкусная и недорогая выпечка ""Жар"", очень советуем. Огромное спасибо Надежде!! К сожалению, не все успели посмотреть, что хотели. Надеемся еще вернемся в теплое время) "
12526392,96923176,2017-01-03T06:06:22Z,Надежда потрясающе добрая и гостеприимная хозяйка! Квартира наполнена семейным уютом и доброй атмосферой! 
