apart_id,author_id,date,review
2376415,53158502,2016-06-12T06:24:19Z,Petite auberge bien sympa ! Parfait pour des étudiants qui voyagent en Russie !
2376415,45823225,2015-11-09T16:04:53Z,"Il s'agit d'une auberge de jeunesse et non d'un logement de particulier. Les lieux communs ne sont pas très propres et la cuisine est vraiment toute petite. 
De plus, la seule pièce commune est celle où se trouve le bar. Lors de notre passage, les gérants du bar ont occupé pendant les trois soirs la salle commune pour regarder des séries. Nous n'avions plus d'endroit pour dîner...
L'auberge est de manière générale bruyante et ouverte à tout vent. 
Nous avons été assez déçus de notre séjour même si la localisation de l'auberge est bonne et les prix concurrentiels. "
2376415,16009338,2015-09-01T17:05:49Z,La fabrika is located on a convenient place with Nice café and restaurants not so far from the city center by walk. The room (4dormitory bed) was really nice and confortable and well organised. For some reason the bathroom was a bit messy as well as the kitchen which is by the way very small. But all in one i appreciate the place and would recommand it and the price is good too
2376415,40890227,2015-08-22T18:17:16Z,"В целом ничего, уютно и атмосферно. Спать невозможно, но это скорее проблема любого места на 8 человек половина из которых адски храпит, а не конкретно этого."
2376415,31461186,2015-08-03T19:41:01Z,"Хостел находится в удачном месте!Шаговая доступность до многих достопримечательностей,кафе,ресторанов,набережной.Комнаты чистые и уютные,приятная обстановка в общей зоне.Из минусов - не работает частично или полностью сантехника и санузлы,изношенный и грязный вид у умывальников.В хостеле по-видимому идет ремонт и всякте стройматериалы разбросаны в самых неподходящих местах.Как итог - место хорошее для любителей такого способа пребывания,как хостел.Много молодежи и интересных собеседников Вам обеспеченно)"
2376415,32292616,2015-05-19T21:16:55Z,Приятное место. С удовольствием провел у них время. В итоге сложилось приятное впечатление после первого знакомства с Хостелами:)
2376415,22530578,2014-11-05T11:54:35Z,"The location of the hostel was very good, you can easily reach the city center. The hostel has a really creative interieur and a cool bar. The rooms are ok, the beds are comfortable, just the bath room could be a bit tidier. All in all, it was a really good hostel for the low price."
2376415,53158502,2016-06-12T06:24:19Z,Petite auberge bien sympa ! Parfait pour des étudiants qui voyagent en Russie !
2376415,45823225,2015-11-09T16:04:53Z,"Il s'agit d'une auberge de jeunesse et non d'un logement de particulier. Les lieux communs ne sont pas très propres et la cuisine est vraiment toute petite. 
De plus, la seule pièce commune est celle où se trouve le bar. Lors de notre passage, les gérants du bar ont occupé pendant les trois soirs la salle commune pour regarder des séries. Nous n'avions plus d'endroit pour dîner...
L'auberge est de manière générale bruyante et ouverte à tout vent. 
Nous avons été assez déçus de notre séjour même si la localisation de l'auberge est bonne et les prix concurrentiels. "
2376415,16009338,2015-09-01T17:05:49Z,La fabrika is located on a convenient place with Nice café and restaurants not so far from the city center by walk. The room (4dormitory bed) was really nice and confortable and well organised. For some reason the bathroom was a bit messy as well as the kitchen which is by the way very small. But all in one i appreciate the place and would recommand it and the price is good too
2376415,40890227,2015-08-22T18:17:16Z,"В целом ничего, уютно и атмосферно. Спать невозможно, но это скорее проблема любого места на 8 человек половина из которых адски храпит, а не конкретно этого."
2376415,31461186,2015-08-03T19:41:01Z,"Хостел находится в удачном месте!Шаговая доступность до многих достопримечательностей,кафе,ресторанов,набережной.Комнаты чистые и уютные,приятная обстановка в общей зоне.Из минусов - не работает частично или полностью сантехника и санузлы,изношенный и грязный вид у умывальников.В хостеле по-видимому идет ремонт и всякте стройматериалы разбросаны в самых неподходящих местах.Как итог - место хорошее для любителей такого способа пребывания,как хостел.Много молодежи и интересных собеседников Вам обеспеченно)"
2376415,32292616,2015-05-19T21:16:55Z,Приятное место. С удовольствием провел у них время. В итоге сложилось приятное впечатление после первого знакомства с Хостелами:)
2376415,22530578,2014-11-05T11:54:35Z,"The location of the hostel was very good, you can easily reach the city center. The hostel has a really creative interieur and a cool bar. The rooms are ok, the beds are comfortable, just the bath room could be a bit tidier. All in all, it was a really good hostel for the low price."
5255674,56040312,2016-02-24T15:25:51Z,"Хостел расположен в самом центре города на улице Покровка,до Кремля 5 минут пешком.Удобно добраться от вокзала своим ходом.Уютно,чисто и современно оформлено.Очень приветливый администратор Алексей)))"
5255674,39368355,2015-12-21T16:42:21Z,Очень приятное и чистое место.безумно уютно.как дома..у каждой кровати -шторка .мне это очень понравилось
5255674,14424033,2015-11-03T15:16:33Z,The host canceled this reservation the day before arrival. This is an automated posting.
8491550,64884120,2016-08-29T06:08:28Z,"Отличное место,Все хорошо)"
2859793,97194347,2016-12-31T08:16:36Z,I think that it was good place for journeys  You can tell by the pic and comments and don't hesitate just exploring 
2859793,40416269,2016-08-12T06:30:39Z,"Treated everyone including myself special. At least Manager helped beyond her scope. Natural
Ability to help others with her selfsatisfaction."
2859793,1225165,2016-04-16T17:08:24Z,"The hostel is very close from the main station. The neighbourhood is not very nice, but the place well connected by public transportation to the nice upper part of the city. The hostel team is very friendly and helpful and the hostel itself very clean and offering everything needed. Yuryi was very nice to us, drawing a map to recommend spots to walk our dog. Highly recommended!"
2859793,16009338,2015-08-31T19:13:52Z,"The team at the réception is friendly. But the room are small. I was in a 4 bed dormitory, and do not know where to put my bag (no storage, no place under bed). I guess if the room is full it is a nightmare. Except for the convenience of the train station nearby. I would not recommand that i did not feel safe. You should know this hostel could be used by people graviting around the station, may be drunk or have social problems. It is not properly a backpacker hostel but looks like more a motel. I would not recommand for a girl alone, i feel like a bit in the court of miracles hostel. I décided not to stay longer than one night and live out to another place for the rest of my stay. "
2859793,39585965,2015-08-08T16:57:35Z,"Close to the train station with nice rooms. Friendly staff, but couldn't speak English at all. Wi-Fi was also pretty slow. However, good value for the price and overall a good experience. "
2859793,6657097,2015-07-17T15:45:23Z,"Прекрасный отзывчивый персонал был готов помочь в любое время дни и ночи. По соотношению цена/качество это, по-моему, лучшее, что можно найти в городе для остановки на одну ночь. Брали номер на четверых: комната удобная, чистая, светлая. При желании можно за минимальную плату взять напрокат полотенце для душа, фен, купить шампунь или тапочки.

Особенно порадовала просторная гостиная и кухня, где можно было задержаться после выселения. 

В общем, впечатления самые приятные, спасибо вам! :)"
2859793,9730817,2015-04-30T14:56:40Z,Great place! The host was very accommodating to our group and we really enjoyed our visit. The facility is clean and in a great location near the train station
2859793,15568039,2014-08-23T15:03:01Z,Very good hostel.. kind people.. it has all for a good price.. good position..
2859793,11402856,2014-08-15T14:01:07Z,"Very welcoming staff, even when we arrived late at night. Nice place to stay in Nijny Novgorod."
2859793,15848515,2014-06-02T14:26:00Z,"Отличный хостел в двух шагах от вокзала. Сначала бронировали номер на троих, потом на пятерых (нам согласились добавить в номер две раскладушки), а заявилось нас в итоге семеро:) По счастливому стечению обстоятельств освободился еще один номер, и мы прекрасно все разместились. Приехали на утреннем поезде, нам разрешили с дороги помыться и оставить вещи, потом мы побежали на квест на целый день по городу, и вернулись в хостел только вечером. Все очень уютно, тихая гавань для отдыха и сна после ночной прогулки по городу"
2859793,10142668,2014-05-26T13:46:29Z,"Очень вежливый персонал, мы ездили большой компанией всего на 1 ночь, но тем не менее с утра предложили завтра (платный но не дорого), хранение сумок(тоже платное и тоже не дорого). Очень удобное расположение, всего 3 минуты от Московского вокзала, нам это сэкономило кучу времени. Очень большие по площади и росту двухэтажные кровати. Я 2 метра ростом, лежал очень комфортно. В общем по всем параметрам все было отлично, за эти деньги крайне советую."
2859793,14159794,2014-05-12T13:27:53Z,"Очень приятное место, с удовольствием провели здесь пару дней. 
Из плюсов:
Все чисто и аккуратно! Очень дешевые завтраки! 
Удобное расположение у вокзала, практически из любой точки Нижнего можно добраться на общественном транспорте, если вдруг сил на обратную дорогу не будет :-) 
Из минусов: 
Очень тонкие стены, Вы прекрасно слышите соседей, а они Вас!
И конечно очевидный минус расположения у вокзала, слышно поезда!"
2859793,14883455,2014-05-08T12:26:29Z,Жильё было таким как я его и представлял. мне было удобно. что надо то и есть. Шумоизоляция не какая. но это не исправить. Приветливый персонал. на обратной дороге остановились опять в нём.
5255674,56040312,2016-02-24T15:25:51Z,"Хостел расположен в самом центре города на улице Покровка,до Кремля 5 минут пешком.Удобно добраться от вокзала своим ходом.Уютно,чисто и современно оформлено.Очень приветливый администратор Алексей)))"
5255674,39368355,2015-12-21T16:42:21Z,Очень приятное и чистое место.безумно уютно.как дома..у каждой кровати -шторка .мне это очень понравилось
5255674,14424033,2015-11-03T15:16:33Z,The host canceled this reservation the day before arrival. This is an automated posting.
10407871,21092010,2016-07-19T01:26:40Z,"Очень гостеприимные, внимательные и душевные хозяева. Сделали всё, чтобы прибывание у них дома и в их городе прошло как можно лучше. Обязательно порекомендуем этот вариант размещения для наших друзей и для других пользователей Airbnb. "
15506058,97428919,2017-04-05T07:31:02Z,"We stayed in this place for 3 months. The host (Polina) and her family was very kind and helpful, they infact treated us like their own family. The apartment is small, cozy, clean and fully furnished. Supermarkets, Metro Station and Bus station are at walkable distance. This is the place you should go for if you are looking for a place in Nizhny Novgorod. 

P.S : The host is good with English."
15506058,5534212,2016-12-27T07:27:59Z,"The house is very cozy, everything is clean and modern. We felt very comfortable. Near to the metro (3 min) and buses. 
I would recommend it! "
15506058,106916714,2016-12-18T08:46:12Z,"Полина - очень открытый и позитивный человек, приятный собеседник. Возвращаться в уютную чистую квартиру к замечательной Полине было очень приятно!"
15506058,47252197,2016-12-13T05:03:21Z,"Полина очень светлый и гостеприимный человек. С ней приятно. В квартире отличный ремонт, светлая,уютная и просторная.Безупречная чистота и порядок, все удобства. Если можно было бы поставил 10 звёзд! Всем рекомендую!"
15506058,39717746,2016-12-04T07:57:33Z,"Polina is a great host, completely enthusiastic about providing you with a very comfortable stay in this beautiful town. Besides, she is a very open-minded person and always ready to give you a good tip.

This is a good choice for those who are looking for a cosy flat, situated closely both to the public transport and and the historic centre. The kitchen and the bathroom are equipped with all necessary features."
15506058,1983482,2016-11-25T05:43:18Z,Полина is someone really friendly. In fact we became friends since she drove us through the city to show us everything. The flat is really clean and the beds are just perfects to spend long winter nights in a cosy room. I recommend!
15506058,31494131,2016-11-16T08:23:26Z,"It was great time standing here, very nice and clean apartment and great location, only just a few minutes to a metro station. The apartment has everything you would need. Perfectly charming.

Polina is wonderful host, very hospitable, and ready to give you any information you need. Definitely recommend!"
15506058,46765725,2016-11-14T05:57:19Z,"Polina was an excellent host, very friendly ready to help with any problems. Her apartment and the room were totally clean and comfortable and located only 1 metro stop from train station. I would definitely stay again!"
8491550,64884120,2016-08-29T06:08:28Z,"Отличное место,Все хорошо)"
12600723,45982418,2017-02-05T05:44:57Z,"The hostel has a great location, which is right beside Kremlin. But as mentioned before, people here don't speak English. It's a cheap choice but maybe not a good one, especially for non-Russian speakers. "
12600723,15628340,2016-08-08T11:10:20Z,"Good hostel (location, clean, price, welcoming)

You need to now that noboby speeks english in this guest house : they use (SENSITIVE CONTENTS HIDDEN) Translation to express themselves. 

But that's ok, good hostel"
2859793,97194347,2016-12-31T08:16:36Z,I think that it was good place for journeys  You can tell by the pic and comments and don't hesitate just exploring 
2859793,40416269,2016-08-12T06:30:39Z,"Treated everyone including myself special. At least Manager helped beyond her scope. Natural
Ability to help others with her selfsatisfaction."
2859793,1225165,2016-04-16T17:08:24Z,"The hostel is very close from the main station. The neighbourhood is not very nice, but the place well connected by public transportation to the nice upper part of the city. The hostel team is very friendly and helpful and the hostel itself very clean and offering everything needed. Yuryi was very nice to us, drawing a map to recommend spots to walk our dog. Highly recommended!"
2859793,16009338,2015-08-31T19:13:52Z,"The team at the réception is friendly. But the room are small. I was in a 4 bed dormitory, and do not know where to put my bag (no storage, no place under bed). I guess if the room is full it is a nightmare. Except for the convenience of the train station nearby. I would not recommand that i did not feel safe. You should know this hostel could be used by people graviting around the station, may be drunk or have social problems. It is not properly a backpacker hostel but looks like more a motel. I would not recommand for a girl alone, i feel like a bit in the court of miracles hostel. I décided not to stay longer than one night and live out to another place for the rest of my stay. "
2859793,39585965,2015-08-08T16:57:35Z,"Close to the train station with nice rooms. Friendly staff, but couldn't speak English at all. Wi-Fi was also pretty slow. However, good value for the price and overall a good experience. "
2859793,6657097,2015-07-17T15:45:23Z,"Прекрасный отзывчивый персонал был готов помочь в любое время дни и ночи. По соотношению цена/качество это, по-моему, лучшее, что можно найти в городе для остановки на одну ночь. Брали номер на четверых: комната удобная, чистая, светлая. При желании можно за минимальную плату взять напрокат полотенце для душа, фен, купить шампунь или тапочки.

Особенно порадовала просторная гостиная и кухня, где можно было задержаться после выселения. 

В общем, впечатления самые приятные, спасибо вам! :)"
2859793,9730817,2015-04-30T14:56:40Z,Great place! The host was very accommodating to our group and we really enjoyed our visit. The facility is clean and in a great location near the train station
2859793,15568039,2014-08-23T15:03:01Z,Very good hostel.. kind people.. it has all for a good price.. good position..
2859793,11402856,2014-08-15T14:01:07Z,"Very welcoming staff, even when we arrived late at night. Nice place to stay in Nijny Novgorod."
2859793,15848515,2014-06-02T14:26:00Z,"Отличный хостел в двух шагах от вокзала. Сначала бронировали номер на троих, потом на пятерых (нам согласились добавить в номер две раскладушки), а заявилось нас в итоге семеро:) По счастливому стечению обстоятельств освободился еще один номер, и мы прекрасно все разместились. Приехали на утреннем поезде, нам разрешили с дороги помыться и оставить вещи, потом мы побежали на квест на целый день по городу, и вернулись в хостел только вечером. Все очень уютно, тихая гавань для отдыха и сна после ночной прогулки по городу"
2859793,10142668,2014-05-26T13:46:29Z,"Очень вежливый персонал, мы ездили большой компанией всего на 1 ночь, но тем не менее с утра предложили завтра (платный но не дорого), хранение сумок(тоже платное и тоже не дорого). Очень удобное расположение, всего 3 минуты от Московского вокзала, нам это сэкономило кучу времени. Очень большие по площади и росту двухэтажные кровати. Я 2 метра ростом, лежал очень комфортно. В общем по всем параметрам все было отлично, за эти деньги крайне советую."
